serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
2504|lovelife|Public|1983-07-29|Female|?|?|2010-01-01|?|?|229|5|0|2|6|1|0|0|189|1084 days ago
2505|lovelifeanddance|Public|1989-11-08|Female|Austin|Single|2009-07-22|?|?|2738|26|8|57|5|16|0|2|587|833 days ago
2506|mindabyss|Public|?|Not Specified|?|?|2011-07-29|?|?|606|14|132|173|0|13|5|4|515|567 days ago
2507|MarinaLovesMJ|Public|1993-04-25|Female|?|Single|2009-08-15|?|English|3851|49|166|194|2|44|3|2|1233|982 days ago
2508|MayhemMadness|Public|1996-10-18|Female|?|?|2010-06-10|?|?|235|2|25|26|0|3|0|0|154|974 days ago
2509|misstrudymarie|Public|1992-11-03|Female|Newcastle|Single|2010-08-04|?|English|1535|0|27|54|4|20|0|0|131|238 days ago
2510|paid2argue|Public|1963-09-06|Male|yonkers|In A Relationship|2007-04-04|Finance|?|7567|33|398|227|2|33|0|1|506|1476 days ago
2511|MoeP|Public|1993-11-01|Female|Chicago|In A Relationship|2008-07-31|other|English|6327|130|112|352|20|70|0|7|2505|345 days ago
2512|nero82|Public|?|Male|Glamüs|In A Relationship|2007-09-13|Education|?|8214|41|36|50|9|5|0|0|724|65 days ago
2513|PatrickInspires|Public|1949-03-16|Male|Plano|?|2012-01-22|Pastor, Speaker, Author|English|1431|13|7|19|4|2|0|1|325|559 days ago
2514|nunk-aini|Public|?|Female|Semarang|Married|2009-11-03|Teacher|English|1352|6|12|23|2|11|0|0|222|1095 days ago
2515|Pixie036|Public|1973-12-24|Female|?|Married|2009-10-26|Co-Owner/Office Manager|English (only)|2781|30|108|99|27|15|8|3|717|663 days ago
2516|purplyfish|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2517|Shanowski|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2518|princessme12|Public|1996-10-25|Female|?|Married|2011-03-30|?|English|9550|74|101|191|81|13|0|2|1409|34 days ago
2519|SimplyForMe|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2520|sarahshoffner|Public|1996-07-16|Female|?|Single|2011-03-09|?|Spanish, English|2471|16|13|49|6|7|1|2|367|736 days ago
2521|redbluenation|Public|?|Male|?|?|2010-01-27|?|?|61|0|6|18|0|1|0|0|109|1177 days ago
2522|Sportyflirt101|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2523|rflove09|Public|?|Female|?|Single|2009-10-17|?|?|358|8|0|9|19|2|0|0|235|828 days ago
2524|simplecrazynot|Public|?|Female|?|In A Relationship|2012-01-17|?|english|642|14|32|64|2|14|0|3|357|537 days ago
2525|Snowfall|Public|1935-04-21|Male|Eugene|?|2005-04-09|?|?|4310|31|4|53|4|3|0|0|524|159 days ago
2526|rachel6l|Public|?|Female|?|?|2011-06-27|?|English, French|3918|39|76|99|0|7|4|3|797|699 days ago
2527|smilekid88|Public|1997-05-08|Female|?|In A Relationship|2011-07-13|?|English|495|4|3|8|1|6|0|2|166|757 days ago
2528|sinelia1|Public|1977-12-06|Female|?|divorced|2011-10-29|teacher|?|3833|47|143|265|6|12|0|3|1000|251 days ago
2529|silverlupe4|Public|1989-01-13|Female|?|?|2012-02-13|?|?|56|6|3|0|3|4|0|2|198|573 days ago
2530|talalhussain|Public|1979-02-28|Male|Muscat|?|2010-01-25|Software Engineering|English + Arabic|573|0|0|0|0|1|0|0|100|1184 days ago
2531|tammers|Public|1977-10-23|Female|Tulsa|divorced|2006-11-18|?|?|24356|335|1302|1527|23|21|3|6|5204|727 days ago
2532|tarnishedpoet|Public|1986-10-11|Female|?|Prefer Not To Say|2008-01-19|?|english|5190|30|10|16|15|8|0|0|569|397 days ago
2533|thatonegirl|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2534|Tarotscopebytina|Public|1975-09-11|Female|?|Single|2009-04-16|?|?|4062|76|9|33|4|6|0|5|1418|949 days ago
2535|thepinkpowerranger|Public|?|Female|?|Single|2010-02-07|?|?|1571|13|70|47|1|6|0|0|430|1066 days ago
2536|thejujublog|Public|1989-09-16|Male|Cavite|Complicated|2010-01-04|?|English, Nihonggo, Tagalog|708|11|4|4|2|2|0|0|276|521 days ago
2537|wldhrtd1|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2538|Tiffadie|Public|?|Female|?|?|2009-12-04|?|English|2617|5|14|32|1|3|0|1|193|1217 days ago
2539|wightdon-old|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2540|whatalexsaid|Public|?|Female|?|?|2009-11-30|?|Engrish :)|1350|8|7|23|18|6|0|1|250|790 days ago
2541|unknown123|Public|1988-09-13|Not Specified|?|?|2012-03-01|?|Question-ese|214|0|89|66|0|1|0|0|163|558 days ago
2542|UsuallyRollAlone|Public|1980-09-30|Male|?|?|2010-12-25|?|Englich|97|1|6|17|1|6|0|0|125|795 days ago
2543|kasskass0413|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2544|RandyDavix|Public|?|Male|?|Married|2013-01-24|Consultant|?|758|2|172|174|0|6|5|2|331|281 days ago
2545|ABlack747|Public|?|Female|?|?|2011-10-13|?|english|55|0|0|0|2|3|0|1|114|666 days ago
2546|zacksmith|Public|?|Male|everton|Single|2012-02-17|?|?|25|0|0|0|1|4|0|1|101|581 days ago
2547|tjohnson38|Public|1986-02-20|Female|Chico|Single|2009-09-02|?|?|1592|23|1|28|26|12|1|1|474|673 days ago
2548|AlicesMirror|Public|1982-09-01|Female|?|Married|2010-05-03|?|?|252|4|1|4|1|3|0|1|172|1061 days ago
2549|Yoyogibzi|Public|1996-04-27|Female|?|?|2011-08-09|?|?|724|0|43|72|2|25|0|6|229|613 days ago
2550|AllyIsMe|Public|?|Female|?|In A Relationship|2012-07-02|?|English, Spanish, French|277|3|1|4|2|5|0|2|151|459 days ago
2551|atomicaspire|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2552|Caitlinseal|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2553|AmandaRoberts|Public|1974-01-01|Female|?|?|2011-03-04|?|English|38|0|0|0|0|3|0|1|100|862 days ago
2554|beachbum|Public|1998-01-01|Female|Pensacola Beach|Complicated|2010-06-05|Bond trader|?|1922|4|60|78|137|7|0|2|198|1003 days ago
2555|BarbieandKen|Public|?|Female|?|Married|2012-01-03|?|?|2757|58|204|133|0|15|0|3|1238|524 days ago
2556|bayrock|Public|1990-08-23|Male|Belle|Single|2007-06-28|?|?|3615|26|18|30|1|11|0|1|390|1755 days ago
2557|angelababy|Public|1987-09-09|Female|?|?|2010-11-09|?|?|2465|16|17|41|3|10|0|2|376|894 days ago
2558|cheerbear|Public|1986-11-13|Female|?|In A Relationship|2012-09-28|?|?|401|5|7|14|4|3|0|0|191|291 days ago
2559|bookworm1357|Public|?|Female|?|?|2010-08-23|?|?|452|5|3|5|0|4|0|1|188|981 days ago
2560|AmberCrusesBlog|Public|1992-09-04|Female|Madison Heghts|In A Relationship|2012-09-18|?|?|702|4|0|0|7|2|2|0|171|393 days ago
2561|bunnylove|Public|?|Female|?|In A Relationship|2012-04-19|?|?|1787|11|55|69|3|5|1|4|372|503 days ago
2562|bridgettecooper|Public|?|Not Specified|?|?|2010-08-29|Opera Singer/Actress|?|2132|15|2|21|4|4|2|2|360|558 days ago
2563|bloggerbaseballgirl14|Public|1995-06-26|Female|?|Complicated|2010-10-04|?|?|1588|5|4|13|2|7|0|1|194|792 days ago
2564|castaway1|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2565|charlie1234|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2566|brookeautumnlipiello|Public|?|Female|?|In A Relationship|2010-06-14|?|English|5196|93|82|217|1|64|1|4|1790|211 days ago
2567|clairebearmarie|Public|1997-04-03|Female|LB|divorced|2009-05-05|Babysitter|English|5608|44|61|131|24|7|1|1|1010|618 days ago
2568|CMaeAmgirl|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2569|complexpeace|Public|?|Female|?|In A Relationship|2010-11-07|?|English/Spanish|474|3|22|37|3|21|0|0|199|864 days ago
2570|CorazonAngel|Public|1996-06-16|Female|Houston|Single|2010-12-25|?|English, Spanish|835|4|3|9|1|3|0|0|164|917 days ago
2571|CriticalTheory|Public|?|Male|?|?|2010-12-09|?|english|939|15|88|52|4|12|0|1|434|912 days ago
2572|crusader|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2573|ctaretzthinks|Public|1974-05-20|Male|?|?|2011-02-15|?|English|2710|11|58|63|16|12|14|2|377|416 days ago
2574|cupovtay|Public|1984-09-01|Female|?|Married|2011-09-18|Owner of a Florist|English|914|4|43|62|6|6|4|5|248|646 days ago
2575|CyanideSunshine|Public|1997-10-20|Female|?|Single|2011-09-05|?|English|787|4|14|29|9|6|0|2|179|673 days ago
2576|cyracats|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2577|differentboy|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2578|defyinggravity365|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2579|deccagenius|Public|1990-01-09|Male|Makassar|In A Relationship|2007-07-02|?|?|6268|44|29|51|0|26|0|0|660|1848 days ago
2580|EduardMeijer|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2581|deirdre2000|Public|?|Female|?|?|2010-11-29|?|?|10|0|0|0|0|1|1|0|103|872 days ago
2582|diarywriter|Public|1999-01-01|Female|?|?|2011-06-14|?|English|755|4|10|32|3|2|2|0|178|757 days ago
2583|diamonddaffodil|Public|?|Female|?|?|2011-09-10|?|?|3705|58|48|116|1|5|0|3|1080|626 days ago
2584|depressedgirl|Public|?|Female|?|Married|2010-08-28|Fiction Writer|English|752|9|135|123|0|13|0|1|364|979 days ago
2585|erafter12|Public|1992-11-23|Not Specified|?|?|2010-06-12|?|?|741|6|18|17|0|2|6|0|225|1071 days ago
2586|EdgeOfGlory|Public|?|Female|?|Not Interested|2011-07-24|?|English/Spanish|1716|6|14|29|3|2|0|1|202|746 days ago
2587|extremelystrange|Public|?|Female|?|Single|2010-11-05|?|English|212|6|16|14|0|9|0|0|222|949 days ago
2588|eliseflavell|Public|1999-09-15|Female|?|In A Relationship|2013-12-07|?|English / German|93|3|4|3|11|1|2|0|153|54 days ago
2589|feelfreetobeme|Public|1999-03-16|Male|?|Single|2012-05-22|Writer|English|386|3|9|20|0|11|0|1|158|492 days ago
2590|Iceman60|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2591|greenmountainshadow|Public|1971-11-17|Female|Council Bluffs|Single|2007-03-14|Health Care|?|24613|314|725|663|17|22|0|2|4710|1551 days ago
2592|froglovessummer|Public|?|Not Specified|?|?|2012-08-07|?|?|2232|59|403|475|3|16|10|8|1695|300 days ago
2593|huangmei2012|Public|1989-01-25|Female|?|?|2012-02-19|?|English and Chinese|436|5|10|29|5|4|0|2|188|529 days ago
2594|jgoodman|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2595|idontknow18|Public|1991-12-26|Not Specified|?|?|2010-05-03|?|?|994|5|25|11|2|7|0|0|235|987 days ago
2596|imaginaryandie|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2597|Harryblogger|Public|?|Male|Mumbai|?|2013-06-17|Manager|?|122|1|3|4|0|1|0|0|134|193 days ago
2598|happninessisnttoheard|Public|1981-07-03|Female|?|In A Relationship|2012-04-03|Forum owner|English USA|357|9|9|16|7|4|0|0|242|544 days ago
2599|iampenguingurl|Public|1956-05-09|Not Specified|?|?|2012-09-22|?|?|137|2|17|9|2|3|0|1|160|35 days ago
2600|JCs121802|Public|1980-07-28|Not Specified|?|?|2012-04-29|?|?|339|3|0|1|0|4|0|0|155|500 days ago
2601|jinxcupcakes|Public|?|Female|?|?|2011-10-16|?|?|1366|3|5|21|0|1|0|0|154|677 days ago
2602|JustSallyTX|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2603|jadestar|Public|1950-08-02|Female|?|?|2012-03-31|?|english|322|4|18|24|1|1|0|0|183|511 days ago
2604|itsjesssc|Public|?|Female|?|Single|2013-11-03|?|English|36|1|3|9|1|1|1|0|119|11 days ago
2605|karasblogg|Public|?|Not Specified|leeeeeeeeeeeeeds|Single|2010-11-13|?|english|243|3|3|3|4|2|0|0|152|945 days ago
2606|kaching777|Public|1973-10-12|Female|?|Married|2010-08-17|Business Owner|English (And jibberish sometimes)|6415|10|14|52|89|10|4|2|300|760 days ago
2607|kaffeinatedkel|Public|?|Female|?|Married|2010-08-04|?|?|129|1|14|8|8|7|0|0|131|1025 days ago
2608|katitude1400|Public|1959-10-24|Female|?|?|2010-07-21|?|english|740|18|0|27|5|1|0|0|387|946 days ago
2609|kira581|Public|1990-01-10|Female|im here xx|In A Relationship|2007-06-28|?|?|4961|30|215|197|26|4|0|0|450|1696 days ago
2610|kittythecook96|Public|1996-06-20|Female|?|In A Relationship|2010-11-24|?|English|349|3|15|22|1|7|4|0|172|929 days ago
2611|knitabit|Public|?|Female|sydney|?|2010-04-13|?|english|21|0|0|0|9|1|0|0|105|1105 days ago
2612|ladyshefaye|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2613|life4ever|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2614|krissitimevault|Public|1995-01-16|Female|?|?|2012-11-14|Writer, Poet, Screen-writer|?|199|4|7|23|1|2|1|0|174|235 days ago
2615|laflamingo|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2616|lavendarlove1|Public|1982-10-12|Female|Chouteau|Married|2006-01-25|Writer|?|9248|63|81|135|7|38|1|2|1007|864 days ago
2617|lilyhood|Public|1998-07-10|Female|Brunswick|Single|2012-03-13|?|English and French|1335|19|47|54|7|18|0|2|461|346 days ago
2618|luneib39|Public|1951-06-24|Female|?|In A Relationship|2010-07-15|?|English|589|9|62|9|0|2|0|0|338|1030 days ago
2619|miamibeachvintage|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2620|madeleinesr|Public|?|Female|Atlanta|?|2013-06-27|?|english|879|20|5|9|12|1|0|0|452|13 days ago
2621|MaryGraceLeal|Public|1991-06-10|Female|?|Single|2010-01-07|?|?|1627|9|1|10|17|8|0|0|415|1143 days ago
2622|madhusalen|Public|1979-07-31|Female|suva|?|2007-05-22|entertainment|?|3233|8|36|36|12|15|1|0|194|357 days ago
2623|Mattman2187|Public|1987-09-11|Male|?|?|2011-01-06|?|English|1622|5|16|27|1|6|0|0|225|703 days ago
2624|memorypower|Public|1980-07-18|Female|?|?|2008-08-09|?|?|2039|3|4|15|1|1|0|0|45|1604 days ago
2625|michmash|Public|1979-12-01|Female|?|Married|2011-02-17|?|?|553|0|15|30|5|1|0|0|115|812 days ago
2626|mikedoug48|Public|1989-02-14|Female|kissimmee|?|2010-08-11|?|english|3460|25|13|28|24|3|1|0|510|1001 days ago
2627|ModaaInc|Public|?|Male|?|?|2010-04-15|President|?|626|10|17|28|37|1|0|0|323|653 days ago
2628|minamanga|Public|?|Female|?|?|2012-09-08|?|English,Japanese|769|2|7|11|0|5|0|0|144|144 days ago
2629|Machinegunelephant|Public|1962-01-01|Male|?|?|2012-08-21|?|?|59|0|0|0|2|5|0|1|111|421 days ago
2630|OldHenry|Public|?|Male|?|In A Relationship|2012-08-09|(retired)|English|147|3|6|17|12|4|0|2|164|361 days ago
2631|moscreations|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2632|ullabaglava|Public|1901-04-14|Female|?|?|2012-08-12|?|German English French|39|0|2|0|0|6|0|4|114|358 days ago
2633|nicebutdim|Public|?|Male|?|?|2012-06-13|?|?|869|7|92|89|6|14|15|5|297|407 days ago
2634|NoFreeAngels|Public|1993-04-01|Female|?|?|2008-02-14|?|?|355|2|0|0|2|1|0|0|30|1685 days ago
2635|naarta123|Public|1955-08-23|Not Specified|?|?|2012-07-31|?|?|210|5|65|66|15|21|17|11|277|308 days ago
2636|mujtime86|Public|1986-03-11|Male|?|?|2010-07-27|?|?|880|16|4|25|0|6|0|0|376|883 days ago
2637|mscongeniality|Public|1965-10-26|Female|Nowhere|Not Interested|2007-06-20|?|?|4842|69|565|564|4|19|0|0|1035|1919 days ago
2638|Niviru357|Public|1967-07-15|Female|?|?|2010-09-11|?|Russian,English|1224|11|12|28|23|8|0|2|369|748 days ago
2639|nvoggesser|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2640|NotSure|Public|1994-05-20|Male|?|single|2008-05-30|other|?|806|4|2|5|0|5|0|0|60|1557 days ago
2641|prissykitty|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2642|nymfowler|Public|?|Not Specified|Vancouver|?|2011-07-17|Independent Blogger|English|673|7|4|20|1|25|0|4|220|726 days ago
2643|NotUrAverageGirl|Public|?|Female|?|?|2011-07-03|?|?|119|2|8|14|0|3|0|1|146|755 days ago
2644|potsythefirst|Public|1940-10-19|Male|montreal|Married|2005-12-30|?|english|9536|87|117|310|17|9|0|2|1449|166 days ago
2645|Pr3ttyR3ckl355|Public|1991-10-14|Female|?|?|2012-04-03|?|english|29510|457|183|531|155|34|1|4|7421|113 days ago
2646|rahu2170|Public|1991-12-01|Male|jabalpur|Single|2013-05-04|?|hindi,english|54|1|4|5|3|3|2|0|121|229 days ago
2647|perfectimperfection|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2648|roadhawgster|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2649|rdlmccranie|Public|1960-05-02|Female|Randleman|Married|2012-03-16|?|English|45|1|1|5|4|2|0|0|118|557 days ago
2650|RansomBear|Public|1998-06-16|Female|Houston|?|2010-11-29|?|English|736|3|9|25|1|3|0|0|160|531 days ago
2651|redmancheyenne|Public|1960-09-18|Male|Terre Haute|Single|2012-07-06|?|?|7593|81|270|422|123|11|8|4|1661|262 days ago
2652|Saoirse316|Public|?|Female|Sitka|Single|2011-09-30|?|English|1254|26|82|143|12|6|4|7|629|226 days ago
2653|softvoicespirit|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2654|saranblogster|Public|1990-01-18|Male|Hyderabad|Not Interested|2007-06-27|Engineering|?|403|1|0|1|0|10|0|0|15|1938 days ago
2655|southernbleuz|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2656|slingblade|Public|?|Male|LOS ANGELES|?|2010-10-27|?|English|1433|5|4|15|1|4|0|0|182|944 days ago
2657|snowlover|Public|1973-03-31|Female|Ionia|married|2006-06-19|retail|?|21115|171|679|930|21|24|1|3|2565|1756 days ago
2658|sherman01|Public|1962-01-14|Not Specified|?|?|2010-10-09|?|?|722|20|9|15|0|6|1|1|428|776 days ago
2659|sexycarli|Public|1987-07-02|Female|?|?|2008-08-07|?|?|677|3|3|6|2|4|0|0|45|1597 days ago
2660|SpellOfGardenias|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2661|scubasteve72|Public|1972-04-11|Male|Chicago|?|2011-07-07|?|?|2916|13|15|20|3|7|0|2|320|737 days ago
2662|spoileralert|Public|?|Not Specified|?|?|2011-06-20|?|?|725|6|3|5|0|1|0|0|196|768 days ago
2663|stlcrew1219|Public|?|Male|?|?|2009-10-19|?|?|420|2|24|39|3|4|0|1|229|801 days ago
2664|speakingwordsofwisdom|Public|?|Female|?|In A Relationship|2010-11-15|?|?|71|4|3|10|1|10|0|0|168|943 days ago
2665|Sunset-Lady|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2666|Tapewormz|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2667|Techtalk|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2668|Stylized|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2669|thegreenhead|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2670|tasutasutasu|Public|1990-06-13|Male|?|?|2011-10-12|?|?|134|2|5|6|0|13|0|0|147|670 days ago
2671|suzanokie|Public|?|Female|?|Married|2012-10-25|?|?|57|3|29|12|9|7|3|2|202|300 days ago
2672|SunnyPalmHarbors|Public|1963-12-10|Female|Cedar Hill|divorced|2010-05-20|Affilitate Marketing|English|69|1|0|0|3|1|1|0|117|1090 days ago
2673|thealchemist|Public|1992-12-12|Not Specified|Manila|?|2012-06-17|?|?|561|10|10|20|2|12|2|2|262|431 days ago
2674|thebiblestop|Public|?|Male|?|Single|2011-01-21|?|English|10942|58|171|113|3|18|4|0|1331|38 days ago
2675|TheAgedMrD|Public|1941-01-05|Not Specified|?|?|2009-08-05|?|?|18839|15|34|97|2|5|0|0|457|20 days ago
2676|tinamarie|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2677|TheRealJenna|Public|1994-08-01|Female|?|Prefer Not To Say|2013-07-02|?|English|263|3|8|15|2|8|1|1|166|78 days ago
2678|timtam2062|Public|?|Female|?|Complicated|2009-10-02|?|?|2990|2|11|21|1|15|2|2|168|4 days ago
2679|thinkitover|Public|1966-05-13|Female|?|Married|2009-09-08|Purchasing|English|2444|34|33|70|13|3|0|1|692|311 days ago
2680|tunnelhillbilly|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2681|thrasher|Public|1974-07-09|Male|pertaling jaya|?|2013-12-04|?|?|38|0|2|0|0|7|0|1|104|53 days ago
2682|WickedBlogger|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2683|winfieldblog|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2684|theworldasweknowit|Public|1973-01-23|Male|?|?|2010-11-04|?|?|74|1|4|7|0|1|0|0|122|954 days ago
2685|tommygunz1livecom|Public|1974-12-20|Male|?|?|2011-05-31|?|english|863|5|10|24|29|8|6|2|192|753 days ago
2686|venomousfingers|Public|1992-09-19|Female|?|In A Relationship|2011-09-08|?|English|1409|7|44|76|5|6|0|1|232|689 days ago
2687|tumblingturtle|Public|?|Not Specified|?|?|2012-10-18|graphic artist|?|239|6|14|12|8|1|0|0|222|304 days ago
2688|twoheadedgoat|Public|?|Not Specified|?|?|2011-06-30|?|?|6128|58|152|217|7|14|10|6|1296|97 days ago
2689|witheringtodeath|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2690|xoxrandom|Public|?|Female|?|?|2012-02-17|?|eng-a-lish the american kind|407|5|1|9|3|1|0|0|186|484 days ago
2691|wonderwoman100|Public|?|Female|?|?|2010-11-17|?|?|755|8|2|13|2|7|0|0|230|881 days ago
2692|yarnladyishere|Public|1943-01-30|Female|Citrus Heights|?|2012-09-13|?|?|507|8|14|42|2|5|0|2|279|156 days ago
2693|mommadish|Public|?|Female|?|?|2012-06-14|?|?|701|36|1|8|0|8|0|6|646|362 days ago
2694|nativemiss|Public|1962-10-01|Female|Ashland|?|2012-08-18|?|English|620|8|112|97|24|7|9|4|361|365 days ago
2695|Babyrnc1954gmailcom|Public|?|Female|?|?|2013-03-18|Retired Registered Nurse|English|77|0|5|0|1|1|0|0|149|52 days ago
2696|yankeeinthesouth|Public|?|Female|?|?|2012-10-27|?|english|61|1|1|3|0|1|0|0|118|379 days ago
2697|foxberryjule|Public|1901-08-16|Not Specified|?|?|2012-08-14|?|?|64|0|1|0|4|3|5|2|123|190 days ago
2698|jerryboy777|Public|?|Male|?|?|2012-08-12|?|?|16|0|0|0|0|1|1|1|102|175 days ago
2699|SecCLuxy|Public|1966-09-01|Female|?|?|2012-10-01|?|English|286|2|5|12|6|21|0|12|158|315 days ago
2700|Stella1969|Public|1969-03-22|Not Specified|?|?|2012-09-23|?|?|37|0|0|0|0|2|0|1|106|381 days ago
2701|agnes128|Public|?|Female|?|?|2012-09-25|?|?|11002|9|21|73|9|10|0|2|270|78 days ago
2702|LindaO615|Public|?|Female|?|?|2012-09-28|?|English|89|0|5|0|0|14|1|7|119|14 days ago
2703|DammitBonii|Public|1965-02-01|Female|?|?|2012-06-09|?|English|13272|3|3|18|1|7|7|5|159|49 days ago
2704|mommymisti|Public|1970-09-23|Not Specified|?|?|2012-08-05|?|?|699|8|26|19|0|6|1|2|322|355 days ago
2705|WriterWithinme|Public|?|Female|?|?|2012-06-23|?|?|102|6|20|39|1|1|0|0|214|115 days ago
2706|Desayunogratis|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2707|ohprettyplease4me|Public|?|Female|?|?|2012-09-07|S.S.A|?|815|1|2|3|7|1|0|1|132|324 days ago
2708|100WRECKORDZ|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2709|DeathLights|Public|1989-03-01|Female|Denver|?|2012-04-10|?|?|3514|36|41|109|5|16|0|3|740|211 days ago
2710|robbermouse|Public|1971-07-05|Male|Melbourne|Married|2012-06-12|choreographer/principal|?|287|24|71|123|1|7|0|1|537|352 days ago
2711|pursuingthehappyness|Public|1997-03-12|Male|?|?|2013-09-13|Freelancer|?|12|1|3|0|1|1|0|0|121|123 days ago
2712|goinggreener|Public|?|Female|?|?|2012-06-10|?|?|371|9|22|19|2|3|0|1|262|429 days ago
2713|fangirloverallthethings|Public|1996-10-30|Female|Glasgow|?|2012-04-24|Genius Billionaire Playboy Phila|English, French, Spanish, Pig Latin, Parseltongue, Gallifreyan, Asgardian|624|7|3|6|0|5|0|1|225|415 days ago
2714|GeekGirlComputers|Public|?|Female|?|?|2012-03-03|Zombie Killer/Head Security|English,French|949|6|13|42|26|2|1|3|208|104 days ago
2715|ShortSweetSimple|Public|?|Female|Bartlesville|Single|2012-06-20|?|English and some Spanish|3801|44|56|90|19|13|2|2|852|328 days ago
2716|nyappychi|Public|1997-06-06|Female|?|?|2012-08-14|?|Dutch, English, learning Spanish|6089|10|52|31|15|7|9|1|386|186 days ago
2717|SomeponySpecial|Public|?|Female|?|Single|2012-09-18|?|?|1560|11|10|13|5|3|2|1|296|393 days ago
2718|mackenzibreann|Public|1991-06-01|Female|?|?|2011-09-03|?|?|3381|19|61|91|191|24|0|8|549|322 days ago
2719|KeiniCph|Public|1974-01-24|Female|København Ø|In A Relationship|2012-06-29|Freelance Creative Consultant|Danish/English|209|1|8|8|3|4|0|0|145|169 days ago
2720|StillyBee|Public|1960-05-22|Female|?|?|2012-08-07|?|?|31|0|6|0|2|4|0|1|117|284 days ago
2721|urafatelephant|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2722|teenageree13|Public|?|Female|?|Single|2012-12-09|?|English, American|212|4|13|12|3|2|0|0|186|253 days ago
2723|Stormclouds|Public|?|Not Specified|?|?|2012-08-09|?|?|20|0|0|0|0|1|0|0|100|442 days ago
2724|thingsillneversay|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2725|growingtimes|Public|?|Male|?|?|2012-05-03|?|?|554|7|0|5|0|2|0|0|240|306 days ago
